0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
31660 0 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -3,-58
31661 0 -5,-58 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59
31662 0 -5,-58 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59
31663 0 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59
31664 0 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59
31665 0 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59
31666 0 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -1,-59
31667 0 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -1,-59 -1,-58
31668 0 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -1,-59
31669 0 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -1,-59
31670 0 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -1,-59
31671 0 -4,-58 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59
31672 0 -4,-59 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58
31673 0 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58
31674 0 -5,-58 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58
31675 0 -5,-59 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57
31676 0 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -1,-57
31677 0 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -1,-57
31678 0 -5,-61 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57
31679 0 -5,-60 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57
31680 0 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57 -3,-58
31681 0 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57 -3,-58
31682 0 -4,-60 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57 -3,-58
31683 0 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57 -3,-58 -4,-58
31684 0 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57 -3,-58
31685 0 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57
31686 0 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57
31687 0 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57 -3,-58
31688 0 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57 -3,-57
31689 0 -3,-63 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -2,-57
31690 0 -2,-63 -3,-63 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58
31691 0 -3,-63 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58
31692 0 -3,-62 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57
31693 0 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57
31694 0 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31695 0 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 1,-58
31696 0 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 1,-58
31697 0 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31698 0 -3,-61 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57
31699 0 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31700 0 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31701 0 -3,-60 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31702 0 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31703 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 0,-60
31704 0 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31705 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31706 0 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31707 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 0,-60
31708 0 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31709 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31710 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31711 0 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59 1,-58
31712 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31713 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31714 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31715 0 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59 1,-58
31716 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31717 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31718 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31719 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31720 0 -3,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31721 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 -1,-59
31722 0 -1,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31723 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31724 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31725 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31726 0 -1,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31727 0 0,-59 -1,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31728 0 -1,-59 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31729 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 1,-59
31730 0 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31731 0 -1,-60 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31732 0 -1,-60 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31733 0 -1,-60 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31734 0 -1,-60 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31735 0 -2,-60 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31736 0 -2,-59 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 0,-60
31737 0 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 0,-60 0,-61
31738 0 -3,-58 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59 0,-60
31739 0 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 0,-57 0,-58 0,-59
31740 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 0,-57 0,-58
31741 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 0,-57
31742 0 -5,-56 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57
31743 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 0,-57
31744 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 0,-57
31745 0 -4,-55 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57
31746 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -2,-57
31747 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -2,-57
31748 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -2,-57
31749 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -2,-57
31750 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -2,-57 -2,-56
31751 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -2,-57
31752 0 -3,-56 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57
31753 0 -3,-56 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57
31754 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56
31755 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56 0,-56
31756 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56
31757 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56
31758 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56 0,-56
31759 0 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56
31760 0 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56
31761 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56 0,-56
31762 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56 0,-56
31763 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56 0,-56
31764 0 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57 -1,-56
31765 0 -4,-59 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-57
31766 0 -3,-59 -4,-59 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58
31767 0 -4,-59 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 -1,-59
31768 0 -4,-60 -4,-59 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58
31769 0 -4,-59 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58
31770 0 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57
31771 0 -4,-58 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57
31772 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 1,-57
31773 0 -4,-56 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57
31774 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31775 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31776 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31777 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31778 0 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56 0,-55
31779 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31780 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31781 0 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56 1,-56
31782 0 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56 1,-56
31783 0 -4,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31784 0 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56 0,-55
31785 0 -2,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 0,-56
31786 0 -2,-56 -2,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57
31787 0 -2,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57
31788 0 -2,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57
31789 0 -2,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57
31790 0 -2,-57 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57
31791 0 -3,-57 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57
31792 0 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56
31793 0 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -1,-56
31794 0 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -1,-56
31795 0 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -1,-56
31796 0 -3,-58 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56
31797 0 -2,-58 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55
31798 0 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55
31799 0 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55
31800 0 -1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55
31801 0 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55 -1,-56
31802 0 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55 -1,-56
31803 0 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55 -1,-56
31804 0 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55
31805 0 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55 -1,-55
31806 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -2,-55
31807 0 2,-59 2,-58 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56
31808 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31809 0 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56 -4,-56
31810 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31811 0 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56 -3,-55
31812 0 1,-57 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31813 0 1,-57 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31814 0 1,-57 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31815 0 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56 -4,-56
31816 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31817 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31818 0 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56 -4,-56
31819 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56 -3,-56
31820 0 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -2,-57 -2,-56
31821 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -2,-57
31822 0 1,-56 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57
31823 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31824 0 1,-56 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57
31825 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-56
31826 0 1,-56 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57
31827 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31828 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31829 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31830 0 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31831 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31832 0 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31833 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31834 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31835 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31836 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31837 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31838 0 1,-57 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31839 0 2,-57 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31840 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -2,-59
31841 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -2,-59
31842 0 2,-59 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31843 0 1,-59 2,-59 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31844 0 1,-59 2,-59 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58
31845 0 2,-59 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31846 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -2,-59
31847 0 3,-58 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31848 0 2,-58 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58
31849 0 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58
31850 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58
31851 0 2,-59 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31852 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -2,-57
31853 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -2,-57
31854 0 1,-60 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31855 0 1,-60 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31856 0 1,-60 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31857 0 1,-60 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31858 0 1,-60 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58
31859 0 1,-59 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58
31860 0 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58
31861 0 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58
31862 0 1,-58 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58
31863 0 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59
31864 0 0,-58 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59
31865 0 0,-57 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31866 0 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60
31867 0 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60
31868 0 -1,-57 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60
31869 0 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60 -6,-60
31870 0 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60 -6,-60
31871 0 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60
31872 0 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60
31873 0 -2,-59 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31874 0 -2,-59 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31875 0 -2,-59 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31876 0 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58
31877 0 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58 -5,-57
31878 0 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58 -5,-57
31879 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58
31880 0 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31881 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58
31882 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58
31883 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58
31884 0 1,-58 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31885 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-60
31886 0 0,-57 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31887 0 -1,-57 0,-57 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59
31888 0 0,-57 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31889 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59 -5,-58
31890 0 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59 -5,-59
31891 0 1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -4,-59
31892 0 1,-58 1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58
31893 0 1,-58 1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58
31894 0 1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58
31895 0 2,-59 1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58
31896 0 1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58
31897 0 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -5,-59
31898 0 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -5,-59
31899 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -5,-59 -5,-60
31900 0 1,-58 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -5,-59
31901 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -5,-59 -5,-60
31902 0 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -5,-59
31903 0 -1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58
31904 0 -1,-59 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58
31905 0 0,-59 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58
31906 0 0,-58 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58 -6,-59
31907 0 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58 -6,-59 -6,-60
31908 0 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58 -6,-59
31909 0 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58 -6,-59
31910 0 -1,-60 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58
31911 0 -1,-60 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58
31912 0 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58 -6,-59
31913 0 -1,-60 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58 -6,-58
31914 0 0,-60 -1,-60 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58 -5,-58
31915 0 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58 -3,-58 -4,-58
31916 0 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58 -3,-58
31917 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31918 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31919 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31920 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31921 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31922 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31923 0 1,-58 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31924 0 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58 -2,-59
31925 0 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31926 0 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31927 0 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31928 0 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31929 0 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31930 0 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58 -2,-58
31931 0 2,-58 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59 -1,-58
31932 0 2,-57 2,-58 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59
31933 0 2,-57 2,-58 2,-59 1,-59 1,-60 0,-60 -1,-60 -1,-59
31934 0 1,-57 2,-57 2,-58 2,-59 1,-59 1,-60 0,-60 -1,-60
31935 0 2,-57 2,-58 2,-59 1,-59 1,-60 0,-60 -1,-60 -2,-60
